dteday,yr,hr,cnt
2012-09-07,1,4,8
2012-09-07,1,5,40
2012-09-07,1,6,140
2012-09-07,1,7,486
2012-09-07,1,8,719
2012-09-07,1,9,344
2012-09-07,1,10,224
2012-09-07,1,11,296
2012-09-07,1,12,323
2012-09-07,1,13,354
2012-09-07,1,14,253
2012-09-07,1,15,331
2012-09-07,1,16,470
2012-09-07,1,17,772
2012-09-07,1,18,792
2012-09-07,1,19,568
2012-09-07,1,20,391
2012-09-07,1,21,301
2012-09-07,1,22,299
2012-09-07,1,23,248
2012-09-08,1,0,150
2012-09-08,1,1,117
2012-09-08,1,2,77
2012-09-08,1,3,43
2012-09-08,1,4,11
2012-09-08,1,5,15
2012-09-08,1,6,34
2012-09-08,1,7,82
2012-09-08,1,8,230
2012-09-08,1,9,348
2012-09-08,1,10,422
2012-09-08,1,11,578
2012-09-08,1,12,694
2012-09-08,1,13,668
2012-09-08,1,14,626
2012-09-08,1,15,512
2012-09-08,1,16,114
2012-09-08,1,17,171
2012-09-08,1,18,167
2012-09-08,1,19,215
2012-09-08,1,20,194
2012-09-08,1,21,181
2012-09-08,1,22,194
2012-09-08,1,23,133
2012-09-09,1,0,124
2012-09-09,1,1,124
2012-09-09,1,2,96
2012-09-09,1,3,46
2012-09-09,1,4,28
2012-09-09,1,5,55
2012-09-09,1,6,35
2012-09-09,1,7,70
2012-09-09,1,8,170
2012-09-09,1,9,299
2012-09-09,1,10,495
2012-09-09,1,11,585
2012-09-09,1,12,757
2012-09-09,1,13,729
2012-09-09,1,14,647
2012-09-09,1,15,696
2012-09-09,1,16,701
2012-09-09,1,17,671
2012-09-09,1,18,560
2012-09-09,1,19,496
2012-09-09,1,20,356
2012-09-09,1,21,206
2012-09-09,1,22,189
2012-09-09,1,23,92
2012-09-10,1,0,41
2012-09-10,1,1,18
2012-09-10,1,2,17
2012-09-10,1,3,12
2012-09-10,1,4,5
2012-09-10,1,5,40
2012-09-10,1,6,180
2012-09-10,1,7,447
2012-09-10,1,8,730
2012-09-10,1,9,361
2012-09-10,1,10,210
2012-09-10,1,11,236
2012-09-10,1,12,332
2012-09-10,1,13,323
2012-09-10,1,14,340
2012-09-10,1,15,346
2012-09-10,1,16,488
2012-09-10,1,17,871
2012-09-10,1,18,968
2012-09-10,1,19,633
2012-09-10,1,20,390
2012-09-10,1,21,285
2012-09-10,1,22,159
2012-09-10,1,23,93
2012-09-11,1,0,32
2012-09-11,1,1,10
2012-09-11,1,2,6
2012-09-11,1,3,8
2012-09-11,1,4,9
2012-09-11,1,5,44
2012-09-11,1,6,211
2012-09-11,1,7,596
2012-09-11,1,8,750
2012-09-11,1,9,358
2012-09-11,1,10,196
2012-09-11,1,11,247
2012-09-11,1,12,316
2012-09-11,1,13,328
2012-09-11,1,14,255
2012-09-11,1,15,326
2012-09-11,1,16,536
2012-09-11,1,17,970
2012-09-11,1,18,877
2012-09-11,1,19,596
2012-09-11,1,20,461
2012-09-11,1,21,310
2012-09-11,1,22,216
2012-09-11,1,23,109
2012-09-12,1,0,49
2012-09-12,1,1,21
2012-09-12,1,2,11
2012-09-12,1,3,7
2012-09-12,1,4,5
2012-09-12,1,5,48
2012-09-12,1,6,205
2012-09-12,1,7,557
2012-09-12,1,8,770
2012-09-12,1,9,328
2012-09-12,1,10,205
2012-09-12,1,11,232
2012-09-12,1,12,352
2012-09-12,1,13,323
2012-09-12,1,14,278
2012-09-12,1,15,318
2012-09-12,1,16,509
2012-09-12,1,17,925
2012-09-12,1,18,977
2012-09-12,1,19,635
2012-09-12,1,20,470
2012-09-12,1,21,306
2012-09-12,1,22,212
2012-09-12,1,23,127
2012-09-13,1,0,57
2012-09-13,1,1,28
2012-09-13,1,2,9
2012-09-13,1,3,11
2012-09-13,1,4,6
2012-09-13,1,5,57
2012-09-13,1,6,195
2012-09-13,1,7,571
2012-09-13,1,8,758
2012-09-13,1,9,338
2012-09-13,1,10,212
2012-09-13,1,11,254
2012-09-13,1,12,297
2012-09-13,1,13,283
2012-09-13,1,14,274
2012-09-13,1,15,352
2012-09-13,1,16,491
2012-09-13,1,17,884
2012-09-13,1,18,852
2012-09-13,1,19,674
2012-09-13,1,20,463
2012-09-13,1,21,317
2012-09-13,1,22,251
2012-09-13,1,23,170
2012-09-14,1,0,87
2012-09-14,1,1,41
2012-09-14,1,2,30
2012-09-14,1,3,14
2012-09-14,1,4,12
2012-09-14,1,5,41
2012-09-14,1,6,152
2012-09-14,1,7,454
2012-09-14,1,8,766
2012-09-14,1,9,347
2012-09-14,1,10,246
2012-09-14,1,11,280
2012-09-14,1,12,409
2012-09-14,1,13,408
2012-09-14,1,14,371
2012-09-14,1,15,367
2012-09-14,1,16,563
2012-09-14,1,17,894
2012-09-14,1,18,808
2012-09-14,1,19,579
2012-09-14,1,20,404
2012-09-14,1,21,312
2012-09-14,1,22,229
2012-09-14,1,23,195
2012-09-15,1,0,207
2012-09-15,1,1,109
2012-09-15,1,2,93
2012-09-15,1,3,37
2012-09-15,1,4,6
2012-09-15,1,5,16
2012-09-15,1,6,33
2012-09-15,1,7,73
2012-09-15,1,8,212
2012-09-15,1,9,342
2012-09-15,1,10,442
2012-09-15,1,11,627
2012-09-15,1,12,706
2012-09-15,1,13,704
2012-09-15,1,14,715
2012-09-15,1,15,654
2012-09-15,1,16,783
2012-09-15,1,17,729
2012-09-15,1,18,614
2012-09-15,1,19,478
2012-09-15,1,20,330
2012-09-15,1,21,296
2012-09-15,1,22,279
2012-09-15,1,23,229
2012-09-16,1,0,151
2012-09-16,1,1,117
2012-09-16,1,2,89
2012-09-16,1,3,48
2012-09-16,1,4,8
2012-09-16,1,5,13
2012-09-16,1,6,35
2012-09-16,1,7,71
2012-09-16,1,8,128
2012-09-16,1,9,296
2012-09-16,1,10,490
2012-09-16,1,11,559
2012-09-16,1,12,656
2012-09-16,1,13,694
2012-09-16,1,14,635
2012-09-16,1,15,557
2012-09-16,1,16,596
2012-09-16,1,17,570
2012-09-16,1,18,481
2012-09-16,1,19,403
2012-09-16,1,20,324
2012-09-16,1,21,191
2012-09-16,1,22,127
2012-09-16,1,23,94
2012-09-17,1,0,45
2012-09-17,1,1,21
2012-09-17,1,2,13
2012-09-17,1,3,7
2012-09-17,1,4,11
2012-09-17,1,5,45
2012-09-17,1,6,164
2012-09-17,1,7,492
2012-09-17,1,8,683
2012-09-17,1,9,299
2012-09-17,1,10,202
2012-09-17,1,11,252
2012-09-17,1,12,295
2012-09-17,1,13,343
2012-09-17,1,14,332
2012-09-17,1,15,338
2012-09-17,1,16,453
2012-09-17,1,17,842
2012-09-17,1,18,774
2012-09-17,1,19,486
2012-09-17,1,20,340
2012-09-17,1,21,233
2012-09-17,1,22,129
2012-09-17,1,23,70
2012-09-18,1,0,13
2012-09-18,1,1,5
2012-09-18,1,2,4
2012-09-18,1,3,6
2012-09-18,1,4,7
2012-09-18,1,5,48
2012-09-18,1,6,167
2012-09-18,1,7,356
2012-09-18,1,8,672
2012-09-18,1,9,293
2012-09-18,1,10,160
2012-09-18,1,11,151
2012-09-18,1,12,88
2012-09-18,1,13,114
2012-09-18,1,14,143
2012-09-18,1,15,36
2012-09-18,1,16,141
2012-09-18,1,17,338
2012-09-18,1,18,281
2012-09-18,1,19,324
2012-09-18,1,20,290
2012-09-18,1,21,207
2012-09-18,1,22,151
2012-09-18,1,23,78
2012-09-19,1,0,26
2012-09-19,1,1,12
2012-09-19,1,2,3
2012-09-19,1,3,5
2012-09-19,1,4,10
2012-09-19,1,5,56
2012-09-19,1,6,172
2012-09-19,1,7,545
2012-09-19,1,8,797
2012-09-19,1,9,362
2012-09-19,1,10,192
2012-09-19,1,11,247
2012-09-19,1,12,313
2012-09-19,1,13,289
2012-09-19,1,14,286
2012-09-19,1,15,311
2012-09-19,1,16,466
2012-09-19,1,17,886
2012-09-19,1,18,892
2012-09-19,1,19,611
2012-09-19,1,20,409
2012-09-19,1,21,349
2012-09-19,1,22,229
2012-09-19,1,23,123
2012-09-20,1,0,58
2012-09-20,1,1,18
2012-09-20,1,2,11
2012-09-20,1,3,6
2012-09-20,1,4,6
2012-09-20,1,5,56
2012-09-20,1,6,170
2012-09-20,1,7,534
2012-09-20,1,8,790
2012-09-20,1,9,355
2012-09-20,1,10,190
2012-09-20,1,11,243
2012-09-20,1,12,290
2012-09-20,1,13,336
2012-09-20,1,14,298
2012-09-20,1,15,291
2012-09-20,1,16,457
2012-09-20,1,17,976
2012-09-20,1,18,900
2012-09-20,1,19,603
2012-09-20,1,20,417
2012-09-20,1,21,274
2012-09-20,1,22,287
2012-09-20,1,23,154
2012-09-21,1,0,66
2012-09-21,1,1,49
2012-09-21,1,2,14
2012-09-21,1,3,12
2012-09-21,1,4,10
2012-09-21,1,5,49
2012-09-21,1,6,165
2012-09-21,1,7,503
2012-09-21,1,8,757
2012-09-21,1,9,383
2012-09-21,1,10,225
2012-09-21,1,11,321
2012-09-21,1,12,389
2012-09-21,1,13,421
2012-09-21,1,14,412
2012-09-21,1,15,423
2012-09-21,1,16,567
2012-09-21,1,17,846
2012-09-21,1,18,805
2012-09-21,1,19,588
2012-09-21,1,20,369
2012-09-21,1,21,312
2012-09-21,1,22,295
2012-09-21,1,23,186
2012-09-22,1,0,172
2012-09-22,1,1,124
2012-09-22,1,2,83
2012-09-22,1,3,45
2012-09-22,1,4,15
2012-09-22,1,5,17
2012-09-22,1,6,41
2012-09-22,1,7,77
2012-09-22,1,8,218
2012-09-22,1,9,377
2012-09-22,1,10,474
2012-09-22,1,11,626
2012-09-22,1,12,688
2012-09-22,1,13,707
2012-09-22,1,14,654
2012-09-22,1,15,750
2012-09-22,1,16,680
2012-09-22,1,17,646
2012-09-22,1,18,598
2012-09-22,1,19,407
2012-09-22,1,20,325
2012-09-22,1,21,261
2012-09-22,1,22,239
2012-09-22,1,23,171
2012-09-23,1,0,180
2012-09-23,1,1,142
2012-09-23,1,2,95
2012-09-23,1,3,54
2012-09-23,1,4,10
2012-09-23,1,5,6
2012-09-23,1,6,16
2012-09-23,1,7,57
2012-09-23,1,8,175
2012-09-23,1,9,276
2012-09-23,1,10,489
2012-09-23,1,11,570
2012-09-23,1,12,776
2012-09-23,1,13,702
2012-09-23,1,14,666
2012-09-23,1,15,640
2012-09-23,1,16,691
2012-09-23,1,17,723
2012-09-23,1,18,540
2012-09-23,1,19,413
2012-09-23,1,20,252
2012-09-23,1,21,196
2012-09-23,1,22,138
2012-09-23,1,23,100
2012-09-24,1,0,64
2012-09-24,1,1,18
2012-09-24,1,2,8
2012-09-24,1,3,5
2012-09-24,1,4,8
2012-09-24,1,5,37
2012-09-24,1,6,168
2012-09-24,1,7,530
2012-09-24,1,8,750
2012-09-24,1,9,328
2012-09-24,1,10,198
2012-09-24,1,11,238
2012-09-24,1,12,342
2012-09-24,1,13,328
2012-09-24,1,14,303
2012-09-24,1,15,300
2012-09-24,1,16,516
2012-09-24,1,17,898
2012-09-24,1,18,853
2012-09-24,1,19,590
2012-09-24,1,20,432
2012-09-24,1,21,256
2012-09-24,1,22,172
2012-09-24,1,23,94
2012-09-25,1,0,64
2012-09-25,1,1,13
2012-09-25,1,2,14
2012-09-25,1,3,5
2012-09-25,1,4,9
2012-09-25,1,5,47
2012-09-25,1,6,194
2012-09-25,1,7,556
2012-09-25,1,8,805
2012-09-25,1,9,409
2012-09-25,1,10,170
2012-09-25,1,11,218
2012-09-25,1,12,302
2012-09-25,1,13,305
2012-09-25,1,14,293
2012-09-25,1,15,303
2012-09-25,1,16,495
2012-09-25,1,17,967
2012-09-25,1,18,822
2012-09-25,1,19,539
2012-09-25,1,20,425
2012-09-25,1,21,297
2012-09-25,1,22,188
2012-09-25,1,23,98
2012-09-26,1,0,40
2012-09-26,1,1,29
2012-09-26,1,2,17
2012-09-26,1,3,10
2012-09-26,1,4,14
2012-09-26,1,5,36
2012-09-26,1,6,182
2012-09-26,1,7,532
2012-09-26,1,8,838
2012-09-26,1,9,334
2012-09-26,1,10,185
2012-09-26,1,11,227
2012-09-26,1,12,316
2012-09-26,1,13,340
2012-09-26,1,14,277
2012-09-26,1,15,300
2012-09-26,1,16,468
2012-09-26,1,17,953
2012-09-26,1,18,884
2012-09-26,1,19,627
2012-09-26,1,20,434
2012-09-26,1,21,360
2012-09-26,1,22,215
2012-09-26,1,23,115
2012-09-27,1,0,65
2012-09-27,1,1,21
2012-09-27,1,2,16
2012-09-27,1,3,7
2012-09-27,1,4,8
2012-09-27,1,5,66
2012-09-27,1,6,169
2012-09-27,1,7,558
2012-09-27,1,8,794
2012-09-27,1,9,335
2012-09-27,1,10,208
2012-09-27,1,11,294
2012-09-27,1,12,335
2012-09-27,1,13,326
2012-09-27,1,14,258
2012-09-27,1,15,296
2012-09-27,1,16,472
2012-09-27,1,17,905
2012-09-27,1,18,899
2012-09-27,1,19,559
2012-09-27,1,20,457
2012-09-27,1,21,253
2012-09-27,1,22,47
2012-09-27,1,23,45
2012-09-28,1,0,17
2012-09-28,1,1,13
2012-09-28,1,2,10
2012-09-28,1,3,7
2012-09-28,1,4,12
2012-09-28,1,5,38
2012-09-28,1,6,138
2012-09-28,1,7,394
2012-09-28,1,8,705
2012-09-28,1,9,426
2012-09-28,1,10,245
2012-09-28,1,11,361
2012-09-28,1,12,380
2012-09-28,1,13,410
2012-09-28,1,14,399
2012-09-28,1,15,392
2012-09-28,1,16,502
2012-09-28,1,17,808
2012-09-28,1,18,667
2012-09-28,1,19,508
2012-09-28,1,20,336
2012-09-28,1,21,237
2012-09-28,1,22,220
2012-09-28,1,23,190
2012-09-29,1,0,149
2012-09-29,1,1,101
2012-09-29,1,2,92
2012-09-29,1,3,29
2012-09-29,1,4,14
2012-09-29,1,5,15
2012-09-29,1,6,37
2012-09-29,1,7,73
2012-09-29,1,8,211
2012-09-29,1,9,332
2012-09-29,1,10,472
2012-09-29,1,11,663
2012-09-29,1,12,682
2012-09-29,1,13,686
2012-09-29,1,14,750
2012-09-29,1,15,727
2012-09-29,1,16,722
2012-09-29,1,17,712
2012-09-29,1,18,594
2012-09-29,1,19,470
2012-09-29,1,20,315
2012-09-29,1,21,292
2012-09-29,1,22,221
2012-09-29,1,23,196
2012-09-30,1,0,147
2012-09-30,1,1,116
2012-09-30,1,2,92
2012-09-30,1,3,58
2012-09-30,1,4,7
2012-09-30,1,5,10
2012-09-30,1,6,22
2012-09-30,1,7,57
2012-09-30,1,8,144
2012-09-30,1,9,285
2012-09-30,1,10,479
2012-09-30,1,11,591
2012-09-30,1,12,680
2012-09-30,1,13,594
2012-09-30,1,14,612
2012-09-30,1,15,649
2012-09-30,1,16,648
2012-09-30,1,17,575
2012-09-30,1,18,401
2012-09-30,1,19,257
2012-09-30,1,20,194
2012-09-30,1,21,123
2012-09-30,1,22,91
2012-09-30,1,23,57
2012-10-01,1,0,45
2012-10-01,1,1,18
2012-10-01,1,2,12
2012-10-01,1,3,7
2012-10-01,1,4,10
2012-10-01,1,5,36
2012-10-01,1,6,155
2012-10-01,1,7,483
2012-10-01,1,8,784
2012-10-01,1,9,340
2012-10-01,1,10,179
2012-10-01,1,11,272
2012-10-01,1,12,323
2012-10-01,1,13,305
2012-10-01,1,14,244
2012-10-01,1,15,329
2012-10-01,1,16,459
2012-10-01,1,17,856
2012-10-01,1,18,613
2012-10-01,1,19,516
2012-10-01,1,20,262
2012-10-01,1,21,218
2012-10-01,1,22,207
2012-10-01,1,23,105
2012-10-02,1,0,31
2012-10-02,1,1,11
2012-10-02,1,2,2
2012-10-02,1,3,5
2012-10-02,1,4,10
2012-10-02,1,5,43
2012-10-02,1,6,179
2012-10-02,1,7,260
2012-10-02,1,8,134
2012-10-02,1,9,86
2012-10-02,1,10,45
2012-10-02,1,11,99
2012-10-02,1,12,104
2012-10-02,1,13,154
2012-10-02,1,14,163
2012-10-02,1,15,209
2012-10-02,1,16,374
2012-10-02,1,17,715
2012-10-02,1,18,687
2012-10-02,1,19,395
2012-10-02,1,20,306
2012-10-02,1,21,289
2012-10-02,1,22,240
2012-10-02,1,23,98
2012-10-03,1,0,52
2012-10-03,1,1,19
2012-10-03,1,2,9
2012-10-03,1,3,7
2012-10-03,1,4,11
2012-10-03,1,5,34
2012-10-03,1,6,177
2012-10-03,1,7,515
2012-10-03,1,8,809
2012-10-03,1,9,362
2012-10-03,1,10,175
2012-10-03,1,11,230
2012-10-03,1,12,358
2012-10-03,1,13,279
2012-10-03,1,14,251
2012-10-03,1,15,319
2012-10-03,1,16,478
2012-10-03,1,17,917
2012-10-03,1,18,810
2012-10-03,1,19,593
2012-10-03,1,20,497
2012-10-03,1,21,209
2012-10-03,1,22,241
2012-10-03,1,23,220
2012-10-04,1,0,76
2012-10-04,1,1,25
2012-10-04,1,2,13
2012-10-04,1,3,11
2012-10-04,1,4,10
2012-10-04,1,5,39
2012-10-04,1,6,133
2012-10-04,1,7,391
2012-10-04,1,8,738
2012-10-04,1,9,359
2012-10-04,1,10,177
2012-10-04,1,11,214
2012-10-04,1,12,288
2012-10-04,1,13,294
2012-10-04,1,14,267
2012-10-04,1,15,325
2012-10-04,1,16,497
2012-10-04,1,17,901
2012-10-04,1,18,887
2012-10-04,1,19,534
2012-10-04,1,20,441
2012-10-04,1,21,321
2012-10-04,1,22,232
2012-10-04,1,23,155
2012-10-05,1,0,102
2012-10-05,1,1,46
2012-10-05,1,2,11
2012-10-05,1,3,16
2012-10-05,1,4,11
2012-10-05,1,5,41
2012-10-05,1,6,137
2012-10-05,1,7,428
2012-10-05,1,8,785
2012-10-05,1,9,384
2012-10-05,1,10,260
2012-10-05,1,11,304
2012-10-05,1,12,468
2012-10-05,1,13,424
2012-10-05,1,14,400
2012-10-05,1,15,470
2012-10-05,1,16,634
2012-10-05,1,17,900
2012-10-05,1,18,761
2012-10-05,1,19,500
2012-10-05,1,20,372
2012-10-05,1,21,267
2012-10-05,1,22,264
2012-10-05,1,23,171
2012-10-06,1,0,191
2012-10-06,1,1,141
2012-10-06,1,2,75
2012-10-06,1,3,56
2012-10-06,1,4,11
2012-10-06,1,5,10
2012-10-06,1,6,30
2012-10-06,1,7,84
2012-10-06,1,8,206
2012-10-06,1,9,395
2012-10-06,1,10,539
2012-10-06,1,11,647
2012-10-06,1,12,743
2012-10-06,1,13,710
2012-10-06,1,14,576
2012-10-06,1,15,620
2012-10-06,1,16,659
2012-10-06,1,17,610
2012-10-06,1,18,495
2012-10-06,1,19,341
2012-10-06,1,20,247
2012-10-06,1,21,215
2012-10-06,1,22,185
2012-10-06,1,23,179
2012-10-07,1,0,127
2012-10-07,1,1,109
2012-10-07,1,2,74
2012-10-07,1,3,22
2012-10-07,1,4,11
2012-10-07,1,5,10
2012-10-07,1,6,23
2012-10-07,1,7,35
2012-10-07,1,8,62
2012-10-07,1,9,86
2012-10-07,1,10,185
2012-10-07,1,11,336
2012-10-07,1,12,392
2012-10-07,1,13,320
2012-10-07,1,14,314
2012-10-07,1,15,306
2012-10-07,1,16,333
2012-10-07,1,17,157
2012-10-07,1,18,106
2012-10-07,1,19,114
2012-10-07,1,20,116
2012-10-07,1,21,113
2012-10-07,1,22,79
2012-10-07,1,23,80
2012-10-08,1,0,51
2012-10-08,1,1,37
2012-10-08,1,2,15
2012-10-08,1,3,10
2012-10-08,1,4,7
2012-10-08,1,5,19
2012-10-08,1,6,59
2012-10-08,1,7,154
2012-10-08,1,8,397
2012-10-08,1,9,332
2012-10-08,1,10,298
2012-10-08,1,11,308
2012-10-08,1,12,341
2012-10-08,1,13,405
2012-10-08,1,14,420
2012-10-08,1,15,370
2012-10-08,1,16,377
2012-10-08,1,17,497
2012-10-08,1,18,456
2012-10-08,1,19,371
2012-10-08,1,20,227
2012-10-08,1,21,151
2012-10-08,1,22,107
2012-10-08,1,23,69
2012-10-09,1,0,31
2012-10-09,1,1,13
2012-10-09,1,2,7
2012-10-09,1,3,3
2012-10-09,1,4,7
2012-10-09,1,5,19
2012-10-09,1,6,143
2012-10-09,1,7,362
2012-10-09,1,8,713
2012-10-09,1,9,382
2012-10-09,1,10,164
2012-10-09,1,11,193
2012-10-09,1,12,260
2012-10-09,1,13,238
2012-10-09,1,14,244
2012-10-09,1,15,254
2012-10-09,1,16,424
2012-10-09,1,17,806
2012-10-09,1,18,784
2012-10-09,1,19,514
2012-10-09,1,20,360
2012-10-09,1,21,225
2012-10-09,1,22,162
2012-10-09,1,23,84
2012-10-10,1,0,33
2012-10-10,1,1,8
2012-10-10,1,2,8
2012-10-10,1,3,6
2012-10-10,1,4,6
2012-10-10,1,5,40
2012-10-10,1,6,175
2012-10-10,1,7,507
2012-10-10,1,8,839
2012-10-10,1,9,366
2012-10-10,1,10,217
2012-10-10,1,11,291
2012-10-10,1,12,390
2012-10-10,1,13,297
2012-10-10,1,14,271
2012-10-10,1,15,319
2012-10-10,1,16,566
2012-10-10,1,17,948
2012-10-10,1,18,844
2012-10-10,1,19,566
2012-10-10,1,20,392
2012-10-10,1,21,269
2012-10-10,1,22,197
2012-10-10,1,23,136
2012-10-11,1,0,42
2012-10-11,1,1,11
2012-10-11,1,2,11
2012-10-11,1,3,3
2012-10-11,1,4,10
2012-10-11,1,5,42
2012-10-11,1,6,159
2012-10-11,1,7,478
2012-10-11,1,8,798
2012-10-11,1,9,355
2012-10-11,1,10,204
2012-10-11,1,11,251
2012-10-11,1,12,326
2012-10-11,1,13,291
2012-10-11,1,14,348
2012-10-11,1,15,460
2012-10-11,1,16,481
2012-10-11,1,17,827
2012-10-11,1,18,692
2012-10-11,1,19,743
2012-10-11,1,20,415
2012-10-11,1,21,260
2012-10-11,1,22,177
2012-10-11,1,23,186
2012-10-12,1,0,68
2012-10-12,1,1,37
2012-10-12,1,2,16
2012-10-12,1,3,6
2012-10-12,1,4,8
2012-10-12,1,5,35
2012-10-12,1,6,143
2012-10-12,1,7,392
2012-10-12,1,8,745
2012-10-12,1,9,400
2012-10-12,1,10,275
2012-10-12,1,11,313
2012-10-12,1,12,387
2012-10-12,1,13,381
2012-10-12,1,14,371
2012-10-12,1,15,455
2012-10-12,1,16,520
2012-10-12,1,17,837
2012-10-12,1,18,642
2012-10-12,1,19,493
2012-10-12,1,20,308
2012-10-12,1,21,190
2012-10-12,1,22,160
2012-10-12,1,23,100
2012-10-13,1,0,249
2012-10-13,1,1,146
2012-10-13,1,2,67
2012-10-13,1,3,15
2012-10-13,1,4,11
2012-10-13,1,5,11
2012-10-13,1,6,28
2012-10-13,1,7,70
2012-10-13,1,8,174
2012-10-13,1,9,266
2012-10-13,1,10,347
2012-10-13,1,11,527
2012-10-13,1,12,573
2012-10-13,1,13,670
2012-10-13,1,14,597
2012-10-13,1,15,615
2012-10-13,1,16,637
2012-10-13,1,17,528
2012-10-13,1,18,473
2012-10-13,1,19,332
2012-10-13,1,20,255
2012-10-13,1,21,204
2012-10-13,1,22,189
2012-10-13,1,23,125
2012-10-14,1,0,111
2012-10-14,1,1,112
2012-10-14,1,2,66
2012-10-14,1,3,28
2012-10-14,1,4,12
2012-10-14,1,5,11
2012-10-14,1,6,24
2012-10-14,1,7,51
2012-10-14,1,8,132
2012-10-14,1,9,223
2012-10-14,1,10,428
2012-10-14,1,11,494
2012-10-14,1,12,562
2012-10-14,1,13,619
2012-10-14,1,14,617
2012-10-14,1,15,568
2012-10-14,1,16,581
2012-10-14,1,17,539
2012-10-14,1,18,453
2012-10-14,1,19,336
2012-10-14,1,20,246
2012-10-14,1,21,196
2012-10-14,1,22,125
2012-10-14,1,23,105
2012-10-15,1,0,48
2012-10-15,1,1,29
2012-10-15,1,2,6
2012-10-15,1,3,4
2012-10-15,1,4,10
2012-10-15,1,5,40
2012-10-15,1,6,147
2012-10-15,1,7,476
2012-10-15,1,8,737
2012-10-15,1,9,359
2012-10-15,1,10,168
2012-10-15,1,11,263
2012-10-15,1,12,284
2012-10-15,1,13,146
2012-10-15,1,14,185
2012-10-15,1,15,260
2012-10-15,1,16,447
2012-10-15,1,17,766
2012-10-15,1,18,592
2012-10-15,1,19,239
2012-10-15,1,20,256
2012-10-15,1,21,206
2012-10-15,1,22,126
2012-10-15,1,23,81
2012-10-16,1,0,48
2012-10-16,1,1,13
2012-10-16,1,2,3
2012-10-16,1,3,2
2012-10-16,1,4,7
2012-10-16,1,5,52
2012-10-16,1,6,172
2012-10-16,1,7,525
2012-10-16,1,8,835
2012-10-16,1,9,355
2012-10-16,1,10,222
2012-10-16,1,11,228
2012-10-16,1,12,325
2012-10-16,1,13,328
2012-10-16,1,14,308
2012-10-16,1,15,346
2012-10-16,1,16,446
2012-10-16,1,17,943
2012-10-16,1,18,838
2012-10-16,1,19,531
2012-10-16,1,20,432
2012-10-16,1,21,195
2012-10-16,1,22,181
2012-10-16,1,23,199
2012-10-17,1,0,49
2012-10-17,1,1,17
2012-10-17,1,2,16
2012-10-17,1,3,7
2012-10-17,1,4,4
2012-10-17,1,5,41
2012-10-17,1,6,178
2012-10-17,1,7,464
2012-10-17,1,8,817
2012-10-17,1,9,382
2012-10-17,1,10,228
2012-10-17,1,11,234
2012-10-17,1,12,332
2012-10-17,1,13,310
2012-10-17,1,14,270
2012-10-17,1,15,301
2012-10-17,1,16,466
2012-10-17,1,17,888
2012-10-17,1,18,884
2012-10-17,1,19,516
2012-10-17,1,20,414
2012-10-17,1,21,329
2012-10-17,1,22,215
2012-10-17,1,23,99
2012-10-18,1,0,57
2012-10-18,1,1,14
2012-10-18,1,2,14
2012-10-18,1,3,5
2012-10-18,1,4,5
2012-10-18,1,5,42
2012-10-18,1,6,153
2012-10-18,1,7,508
2012-10-18,1,8,834
2012-10-18,1,9,387
2012-10-18,1,10,218
2012-10-18,1,11,268
2012-10-18,1,12,377
2012-10-18,1,13,332
2012-10-18,1,14,285
2012-10-18,1,15,353
2012-10-18,1,16,450
2012-10-18,1,17,890
2012-10-18,1,18,788
2012-10-18,1,19,513
2012-10-18,1,20,387
2012-10-18,1,21,283
2012-10-18,1,22,229
2012-10-18,1,23,117
2012-10-19,1,0,56
2012-10-19,1,1,16
2012-10-19,1,2,10
2012-10-19,1,3,5
2012-10-19,1,4,6
2012-10-19,1,5,36
2012-10-19,1,6,131
2012-10-19,1,7,154
2012-10-19,1,8,467
2012-10-19,1,9,389
2012-10-19,1,10,224
2012-10-19,1,11,252
2012-10-19,1,12,332
2012-10-19,1,13,375
2012-10-19,1,14,365
2012-10-19,1,15,395
2012-10-19,1,16,565
2012-10-19,1,17,425
2012-10-19,1,18,233
2012-10-19,1,19,232
2012-10-19,1,20,229
2012-10-19,1,21,206
2012-10-19,1,22,190
2012-10-19,1,23,131
2012-10-20,1,0,123
2012-10-20,1,1,95
2012-10-20,1,2,78
2012-10-20,1,3,29
2012-10-20,1,4,18
2012-10-20,1,5,13
2012-10-20,1,6,31
2012-10-20,1,7,65
2012-10-20,1,8,193
2012-10-20,1,9,363
2012-10-20,1,10,423
2012-10-20,1,11,612
2012-10-20,1,12,703
2012-10-20,1,13,714
2012-10-20,1,14,711
2012-10-20,1,15,711
2012-10-20,1,16,691
2012-10-20,1,17,731
2012-10-20,1,18,521
2012-10-20,1,19,345
2012-10-20,1,20,259
2012-10-20,1,21,296
2012-10-20,1,22,202
2012-10-20,1,23,163
2012-10-21,1,0,154
2012-10-21,1,1,117
2012-10-21,1,2,132
2012-10-21,1,3,41
2012-10-21,1,4,21
2012-10-21,1,5,10
2012-10-21,1,6,26
2012-10-21,1,7,56
2012-10-21,1,8,143
2012-10-21,1,9,269
2012-10-21,1,10,443
2012-10-21,1,11,547
2012-10-21,1,12,675
2012-10-21,1,13,626
2012-10-21,1,14,640
2012-10-21,1,15,623
2012-10-21,1,16,591
2012-10-21,1,17,491
2012-10-21,1,18,413
2012-10-21,1,19,266
2012-10-21,1,20,195
2012-10-21,1,21,166
2012-10-21,1,22,113
